IDATprefix,Sample.ID
16249_03@1008494819,4439521316_R02C02
16249_01@1008494795,4439521316_R02C01
16250_02@1008494850,4439521311_R02C01
16250_03@1008494867,4439521311_R01C02
16250_01@1008494843,4439521311_R01C01
16255_02@1008494841,4439521010_R02C02
16255_03@1008494852,4434578873_R01C01
16255_01@1008494828,4439521010_R01C02
16259_02@1008494806,4439521366_R02C02
16259_03@1008494815,4439521377_R01C01
16259_01@1008494791,4439521366_R01C02
16260_02@1008494839,4439521377_R01C02
16260_03@1008494854,4439521377_R02C02
16260_01@1008494830,4439521377_R02C01
16262_02@1008494807,4439521328_R02C02
16262_03@1008494814,4439521289_R01C01
16262_01@1008494790,4439521328_R01C02
16265_02@1008494813,4439521025_R01C01
16265_03@1008494832,4439521025_R02C01
16265_01@1008494808,4439521135_R02C02
16267_02@1008494809,4439521025_R02C02
16267_03@1008494812,4439521283_R01C01
16267_01@1008494788,4439521025_R01C02
16269_02@1008494786,4439521310_R01C01
16269_03@1008494787,4439521310_R02C01
16269_01@1008494860,4439521283_R02C02
16289_02@1008495621,4281840339_R01C02
16289_03@1008495632,4281840339_R02C02
16289_01@1008495608,4281840339_R02C01
16290_02@1008495559,4281840107_R02C01
16290_03@1008495574,4281840107_R01C02
16290_01@1008495550,4281840107_R01C01
16296_02@1008495581,4281452870_R02C02
16296_03@1008495600,4281452763_R01C01
16296_01@1008495576,4281452870_R01C02
16297_02@1008495624,4281452763_R01C02
16297_03@1008495629,4281452763_R02C02
16297_01@1008495605,4281452763_R02C01
16298_02@1008495577,4281452720_R02C01
16298_03@1008495580,4281452720_R01C02
16298_01@1008494027,4281452720_R01C01
16302_02@1008489023,4267212148_R02C01
16302_03@1008489808,4267212148_R01C02
16302_01@1008489784,4267212148_R01C01
16305_02@1008489807,4267212243_R02C02
16305_03@1008489829,4267212243_R01C02
16305_01@1008489805,4267212243_R01C01
16307_02@1008489804,4270198147_R02C01
16307_03@1008489809,4270198147_R01C02
16307_01@1008489024,4270198147_R01C01
16308_02@1008489833,4267212108_R02C01
16308_03@1008489852,4267212108_R01C02
16308_01@1008489828,4267212108_R01C01
16312_02@1008489031,4267212189_R02C01
16312_03@1008489802,4267212189_R01C02
16312_01@1008489875,4267212189_R01C01
16313_02@1008489826,4263772573_R02C01
16313_03@1008489835,4263772573_R01C02
16313_01@1008489811,4263772573_R01C01
16314_02@1008489859,4506244119_R01C02
16314_03@1008489788,4263772568_R01C02
16314_01@1008489850,4263772568_R01C01
16317_02@1008489873,4267212199_R01C01
16317_03@1008489789,4267212199_R02C01
16317_01@1008489860,4270198244_R02C02
16320_02@1008489799,4267212476_R01C02
16320_03@1008489814,4267212476_R02C01
16320_01@1008489872,4267212199_R01C02
16322_02@1008489871,4267212264_R01C02
16322_03@1008489791,4267212264_R02C02
16322_01@1008489862,4267212476_R02C02
16323_02@1008489815,4267212426_R02C02
16323_03@1008489822,4267212478_R01C01
16323_01@1008489798,4267212426_R02C01
16326_02@1008489821,4267212177_R02C02
16326_03@1008489840,4267212177_R01C02
16326_01@1008489816,4267212177_R02C01
16329_02@1008489844,4267212106_R01C02
16329_03@1008489865,4267212106_R02C02
16329_01@1008489841,4267212106_R02C01
17002_02@1008472141,4439521430_R02C01
17002_03@1008471220,4439521136_R02C01
17002_01@1008472143,4439521078_R02C01
17003_02@1008472146,4439521430_R01C02
17003_03@1008472144,4439521136_R01C02
17003_01@1008472145,4439521078_R01C02
17004_02@1008472179,4432265752_R01C01
17004_03@1008472178,4432265034_R01C01
17004_01@1008472167,4439521078_R02C02
17005_02@1008472170,4439521281_R01C01
17005_03@1008472168,4439521325_R01C01
17005_01@1008472028,4439521368_R01C01
17006_02@1008472189,4439521368_R02C01
17006_03@1008472190,4439521281_R02C01
17006_01@1008471352,4439521325_R02C01
17008_02@1008472213,4439521368_R02C02
17008_03@1008472214,4439521281_R02C02
17008_01@1008471937,4439521325_R02C02
17009_02@1008472332,4263772702_R02C01
17009_03@1008472317,4263772404_R01C01
17009_01@1008472316,4263772550_R01C01
17010_02@1008472139,4494482043_R02C02
17010_03@1008472138,4439521340_R02C01
17010_01@1008472140,4494482043_R01C02
17011_02@1008472148,4439521373_R01C02
17011_03@1008472554,4439521340_R01C02
17011_01@1008472147,4432265097_R01C02
17012_02@1008472162,4439521340_R02C02
17012_03@1008472163,4506279059_R02C01
17012_01@1008472164,4506279059_R01C01
17013_02@1008472182,4432265404_R02C01
17013_03@1008472177,4432265404_R01C01
17013_01@1008472171,4439521019_R01C01
17015_02@1008472197,4439521345_R01C02
17015_03@1008472196,4439521143_R01C02
17015_01@1008472195,4439521019_R01C02
17016_02@1008472210,4439521345_R02C02
17016_03@1008472211,4439521143_R02C02
17016_01@1008472212,4506279059_R02C02
17017_02@1008472128,4439521362_R01C01
17017_03@1008471217,4419829335_R01C01
17017_01@1008471245,4439521268_R01C01
17018_02@1008472152,4439521362_R01C02
17018_03@1008472151,4419829335_R01C02
17018_01@1008472150,4439521268_R01C02
17019_02@1008472200,4432273307_R01C02
17019_03@1008472199,4439521302_R01C02
17019_01@1008472198,4439521108_R01C02
17020_02@1008472207,4432273307_R02C02
17020_03@1008472208,4439521302_R02C02
17020_01@1008472209,4439521108_R02C02
17021_02@1008471222,4432265564_R01C01
17021_03@1008471242,4439521285_R01C01
17021_01@1008471221,4432265858_R01C01
17022_02@1008471218,4432265564_R02C01
17022_03@1008472133,4494482138_R01C01
17022_01@1008472134,4432265858_R02C01
17023_02@1008471164,4432265564_R01C02
17023_03@1008472154,4439521285_R01C02
17023_01@1008472153,4432265858_R01C02
17024_02@1008472156,4432265564_R02C02
17024_03@1008472157,4494482138_R02C01
17024_01@1008472158,4432265858_R02C02
17025_02@1008472202,4432265034_R01C02
17025_03@1008471165,4432265404_R01C02
17025_01@1008472180,4494482138_R01C02
17026_02@1008472204,4432265752_R02C02
17026_03@1008472205,4432265034_R02C02
17026_01@1008472206,4432265404_R02C02
17027_02@1008472314,4267212112_R01C01
17027_03@1008472312,4267212449_R01C01
17027_01@1008472313,4267212019_R01C01
17028_02@1008472337,4267212019_R01C02
17028_03@1008472334,4267212449_R02C01
17028_01@1008471246,4267212019_R02C01
17029_02@1008472359,4267212019_R02C02
17029_03@1008472338,4267212112_R01C02
17029_01@1008472336,4267212449_R01C02
17030_02@1008472360,4263772641_R01C01
17030_03@1008472357,4267212112_R02C02
17030_01@1008472358,4267212449_R02C02
17031_02@1008472383,4263772641_R02C01
17031_03@1008472362,4267212551_R01C01
17031_01@1008472361,4267212675_R01C01
17032_02@1008472384,4263772641_R01C02
17032_03@1008472381,4267212551_R02C01
17032_01@1008472382,4267212675_R02C01
17033_02@1008471939,4263772641_R02C02
17033_03@1008472386,4267212551_R01C02
17033_01@1008472385,4267212675_R01C02
17034_02@1008472315,4263772702_R01C01
17034_03@1008472405,4267212551_R02C02
17034_01@1008472406,4267212675_R02C02
17035_02@1008472125,4439521340_R01C01
17035_03@1008472124,4439521373_R01C01
17035_01@1008472123,4432265097_R01C01
17036_02@1008472504,4432273497_R01C01
17036_03@1008472506,4439521263_R01C02
17036_01@1008472505,4439521116_R02C02
17037_02@1008472339,4263772702_R01C02
17037_03@1008472330,4263772404_R02C01
17037_01@1008472331,4263772550_R02C01
17038_02@1008472354,4263772404_R02C02
17038_03@1008472356,4263772702_R02C02
17038_01@1008472340,4263772550_R01C02
17039_02@1008472365,4267212550_R01C01
17039_03@1008472364,4263772737_R01C01
17039_01@1008472363,4267212684_R01C01
17040_02@1008472378,4267212550_R02C01
17040_03@1008472379,4263772737_R02C01
17040_01@1008472380,4267212684_R02C01
17041_02@1008472389,4267212550_R01C02
17041_03@1008472388,4263772737_R01C02
17041_01@1008472387,4267212684_R01C02
17042_02@1008472402,4267212550_R02C02
17042_03@1008472403,4263772737_R02C02
17042_01@1008472404,4267212684_R02C02
17044_02@1008472327,4263772285_R02C01
17044_03@1008471240,4263772527_R02C01
17044_01@1008472329,4267212114_R02C01
17045_02@1008472344,4263772285_R01C02
17045_03@1008472343,4263772527_R01C02
17045_01@1008472342,4267212114_R01C02
17046_02@1008472368,4263772700_R01C01
17046_03@1008472352,4263772527_R02C02
17046_01@1008472353,4267212114_R02C02
17047_02@1008472377,4263772735_R02C01
17047_03@1008472367,4263772528_R01C01
17047_01@1008472366,4263772735_R01C01
17048_02@1008472391,4263772528_R01C02
17048_03@1008472390,4263772735_R01C02
17048_01@1008472376,4263772528_R02C01
17049_02@1008472572,4267212072_R02C01
17049_03@1008472557,4270198452_R01C01
17049_01@1008472556,4270198204_R01C01
17050_02@1008471224,4270198137_R01C01
17050_03@1008471255,4285744599_R02C02
17050_01@1008472594,4270198452_R02C02
17051_02@1008472535,4270198137_R01C02
17051_03@1008472534,4263772586_R01C02
17051_01@1008472519,4263772607_R02C01
17052_02@1008472544,4270198137_R02C02
17052_03@1008472545,4263772586_R02C02
17052_01@1008472536,4263772607_R01C02
17053_02@1008472593,4263772495_R02C02
17053_03@1008472582,4263772495_R01C02
17053_01@1008472567,4263772497_R02C01
17054_02@1008472513,4270198331_R01C01
17054_03@1008472591,4263772497_R02C02
17054_01@1008472592,4263772498_R02C02
17055_02@1008472525,4267212191_R02C01
17055_03@1008472526,4506201055_R01C02
17055_01@1008472527,4267212176_R02C01
17056_02@1008472514,4263772487_R01C01
17056_03@1008471353,4267212033_R01C01
17056_01@1008472518,4270198331_R02C01
17057_02@1008472537,4270198331_R01C02
17057_03@1008472516,4267212033_R02C01
17057_01@1008472517,4263772487_R02C01
17059_02@1008472561,4285744600_R01C01
17059_03@1008472540,4267212033_R02C02
17059_01@1008472541,4263772487_R02C02
17060_02@1008472566,4285744600_R02C01
17060_03@1008472563,4270198274_R01C01
17060_01@1008472562,4263772496_R01C01
17061_02@1008472599,4267212031_R02C02
17061_03@1008472578,4270198080_R01C02
17061_01@1008472577,4267212003_R01C02
17062_02@1008471247,4285744600_R01C02
17062_03@1008472564,4270198274_R02C01
17062_01@1008472565,4263772496_R02C01
17063_02@1008472590,4285744600_R02C02
17063_03@1008472587,4270198274_R01C02
17063_01@1008472586,4263772496_R01C02
17064_02@1008471738,4267212191_R01C01
17064_03@1008472018,4270198081_R01C01
17064_01@1008471991,4267212176_R01C01
17065_02@1008471760,4281452756_R01C02
17065_03@1008471992,4281452756_R02C02
17065_01@1008471243,4281452756_R02C01
17066_02@1008471782,4409946344_R01C01
17066_03@1008471783,4409946344_R02C01
17066_01@1008471762,4409946213_R02C02
17067_02@1008471784,4331122679_R02C02
17067_03@1008471785,4506279008_R02C01
17067_01@1008471781,4331122679_R01C02
17070_02@1008471809,4331122758_R02C01
17070_03@1008471808,4331122758_R01C02
17070_01@1008471805,4331122758_R01C01
17071_02@1008469224,4432273700_R01C02
17071_03@1008469223,4432265852_R01C02
17071_01@1008469222,4432273478_R01C02
17072_02@1008472595,4270198204_R02C02
17072_03@1008472596,4267212072_R02C02
17072_01@1008472581,4270198452_R01C02
17073_02@1008472520,4270198137_R02C01
17073_03@1008472521,4263772586_R02C01
17073_01@1008471215,4263772607_R01C01
17074_02@1008472559,4263772498_R01C01
17074_03@1008472558,4263772495_R01C01
17074_01@1008472543,4263772607_R02C02
17075_02@1008472568,4263772498_R02C01
17075_03@1008472569,4263772495_R02C01
17075_01@1008472560,4263772497_R01C01
17076_02@1008472447,4432265365_R02C02
17076_03@1008472448,4432265143_R02C02
17076_01@1008472449,4432265229_R02C02
17077_02@1008472400,4263772528_R02C02
17077_03@1008472401,4263772735_R02C02
17077_01@1008472392,4263772700_R01C02
17078_02@1008472322,4263772731_R01C01
17078_03@1008471232,4263772490_R01C01
17078_01@1008472399,4263772700_R02C02
17079_02@1008472325,4263772731_R02C01
17079_03@1008472326,4263772490_R02C01
17079_01@1008472323,4263772208_R01C01
17080_02@1008472346,4263772731_R01C02
17080_03@1008472345,4263772490_R01C02
17080_01@1008472324,4506201055_R02C02
17081_02@1008472349,4263772731_R02C02
17081_03@1008472350,4263772490_R02C02
17081_01@1008472347,4263772208_R01C02
17082_02@1008472370,4263772488_R01C01
17082_03@1008472369,4263772356_R01C01
17082_01@1008472348,4263772208_R02C02
17083_02@1008472372,4263772489_R02C01
17083_03@1008472373,4263772488_R02C01
17083_01@1008472374,4263772356_R02C01
17084_02@1008472440,4432265365_R01C02
17084_03@1008472439,4432265143_R01C02
17084_01@1008472438,4432265229_R01C02
17085_02@1008472176,4432273307_R01C01
17085_03@1008472175,4439521302_R01C01
17085_01@1008472174,4439521108_R01C01
17086_02@1008472181,4432265034_R02C01
17086_03@1008472184,4439521302_R02C01
17086_01@1008472185,4439521108_R02C01
17087_02@1008472159,4439521362_R02C02
17087_03@1008472160,4419829335_R02C02
17087_01@1008472161,4439521268_R02C02
17088_02@1008472395,4263772489_R01C02
17088_03@1008472394,4263772488_R01C02
17088_01@1008471231,4263772356_R01C02
17089_02@1008472530,4267212191_R01C02
17089_03@1008472528,4270198081_R01C02
17089_01@1008472529,4267212176_R01C02
17090_02@1008472549,4267212191_R02C02
17090_03@1008472550,4270198081_R02C02
17090_01@1008472551,4267212176_R02C02
17091_02@1008472396,4263772489_R02C02
17091_03@1008472397,4263772488_R02C02
17091_01@1008472398,4263772356_R02C02
17092_02@1008472575,4267212031_R02C01
17092_03@1008472552,4267212003_R01C01
17092_01@1008472553,4267212031_R01C01
17093_02@1008472576,4267212031_R01C02
17093_03@1008472573,4270198080_R02C01
17093_01@1008472574,4267212003_R02C01
17094_02@1008472416,4432265365_R01C01
17094_03@1008472415,4432265143_R01C01
17094_01@1008472414,4432265229_R01C01
17095_02@1008472135,4439521362_R02C01
17095_03@1008472136,4419829335_R02C01
17095_01@1008472137,4439521268_R02C01
17097_02@1008472524,4267212002_R02C01
17097_03@1008472509,4267212192_R01C01
17097_01@1008472508,4270198082_R01C01
17098_02@1008472555,4267212072_R01C01
17098_03@1008472546,4267212192_R02C02
17098_01@1008472547,4270198082_R02C02
17099_02@1008472548,4267212002_R02C02
17099_03@1008472533,4267212192_R01C02
17099_01@1008472532,4270198082_R01C02
17100_02@1008472531,4267212002_R01C02
17100_03@1008472522,4267212192_R02C01
17100_01@1008472523,4270198082_R02C01
18001_02@0070297519,4256206004_R02C01
18001_03@0070297252,4256206004_R01C02
18001_01@0070294768,4256206004_R01C01
18002_02@0070297494,4256206289_R01C01
18002_03@0070297471,4256206289_R02C01
18002_01@0070297251,4506228045_R01C01
18003_02@0070297447,4506228045_R02C01
18003_03@0070297541,4256206402_R01C01
18003_01@0070297470,4256206289_R01C02
18004_02@0070297517,4256206402_R01C02
18004_03@0070297496,4256206402_R02C02
18004_01@0070297520,4256206402_R02C01
18005_02@0070297472,4256206378_R02C01
18005_03@0070297469,4256206378_R01C02
18005_01@0070297493,4256206378_R01C01
18006_02@0070297540,4256206515_R01C01
18006_03@0070297521,4256206515_R02C01
18006_01@0070297448,4256206378_R02C02
18007_02@0070297497,4256206515_R02C02
18007_03@0070297492,4256206385_R01C01
18007_01@0070297516,4256206515_R01C02
18008_02@0070297449,4256206385_R02C02
18008_03@0070297539,4256206513_R01C01
18008_01@0070297473,4256206385_R02C01
18009_02@0070297515,4256206513_R01C02
18009_03@0070297498,4256206513_R02C02
18009_01@0070297522,4256206513_R02C01
18010_02@0070297474,4256206384_R02C01
18010_03@0070297467,4256206384_R01C02
18010_01@0070297491,4256206384_R01C01
18011_02@0070297538,4256206386_R01C01
18011_03@0070297523,4256206386_R02C01
18011_01@0070297450,4256206384_R02C02
18012_02@0070297499,4256206386_R02C02
18012_03@0070297490,4256206430_R01C01
18012_01@0070297514,4256206386_R01C02
18013_02@0070297466,4506228045_R01C02
18013_03@0070297451,4506228045_R02C02
18013_01@0070297475,4256206430_R02C01
18014_02@0070297524,4256206382_R02C01
18014_03@0070297513,4256206382_R01C02
18014_01@0070297537,4256206382_R01C01
18015_02@0070297489,4256206147_R01C01
18015_03@0070297476,4256206147_R02C01
18015_01@0070297500,4256206382_R02C02
18016_02@0070297536,4256206567_R01C01
18016_03@0070297525,4256206567_R02C01
18016_01@0070297465,4256206147_R01C02
18017_02@0070297501,4286579303_R02C02
18017_03@0070297488,4256206426_R01C01
18017_01@0070297512,4256206567_R01C02
18018_02@0070297464,4506244030_R01C01
18018_03@0070297453,4256206426_R02C02
18018_01@0070297477,4256206426_R02C01
18019_02@0070297526,4256206569_R02C01
18019_03@0070297511,4256206569_R01C02
18019_01@0070297244,4256206569_R01C01
18020_02@0070297487,4256206345_R01C01
18020_03@0070297478,4506244030_R02C01
18020_01@0070297502,4256206569_R02C02
18021_02@0070297454,4506252159_R01C01
18021_03@0070297527,4285744639_R01C02
18021_01@0070297463,4285744639_R01C01
18022_02@0070297503,4256206261_R02C02
18022_03@0070297486,4256193881_R01C01
18022_01@0070297510,4256206261_R01C02
18023_02@0070297462,4256193881_R01C02
18023_03@0070297455,4256193881_R02C02
18023_01@0070297479,4256193881_R02C01
18024_02@0070297528,4256206220_R02C01
18024_03@0070297509,4256206220_R01C02
18024_01@0070297254,4256206220_R01C01
18025_02@0070297485,4256206339_R01C01
18025_03@0070297480,4256206339_R02C01
18025_01@0070297504,4256206220_R02C02
18026_02@0070297456,4256206339_R02C02
18026_03@0070297532,4256206055_R01C01
18026_01@0070297461,4256206339_R01C02
18027_02@0070297508,4256206055_R01C02
18027_03@0070297505,4256206055_R02C02
18027_01@0070297529,4285744639_R02C02
18028_02@0076243517,4432265055_R01C01
18028_03@0070297460,4432273725_R02C01
18028_01@0070297484,4432265415_R02C01
18029_02@0070297243,4306955083_R01C01
18029_03@0070297507,4256206266_R02C01
18029_01@0070297457,4256206291_R02C02
18030_02@0070297483,4256206219_R01C02
18030_03@0070297482,4506210108_R02C01
18030_01@0070297506,4286579293_R01C01
18031_02@0070298479,4256193826_R02C01
18031_03@0070298478,4256193826_R01C02
18031_01@0070298178,4256193826_R01C01
18032_02@0070298184,4256193821_R01C01
18032_03@0070298431,4256193821_R02C01
18032_01@0070298455,4256193826_R02C02
18033_02@0070298183,4256193821_R02C02
18033_03@0070298501,4256193823_R01C01
18033_01@0070298430,4256193821_R01C02
18034_02@0070298477,4256193823_R01C02
18034_03@0070298135,4256193823_R02C02
18034_01@0070298480,4256193823_R02C01
18035_02@0070298432,4506244061_R02C01
18035_03@0070298429,4506244061_R01C02
18035_01@0070298453,4506244061_R01C01
18036_02@0070298500,4256206023_R01C01
18036_03@0070298481,4256206023_R02C01
18036_01@0070298408,4506244061_R02C02
18037_02@0070298457,4256206023_R02C02
18037_03@0070298452,4256206242_R01C01
18037_01@0070298476,4256206023_R01C02
18038_02@0070298428,4256206242_R01C02
18038_03@0070298499,4256193661_R01C01
18038_01@0070298433,4256206242_R02C01
18039_02@0070298475,4256193661_R01C02
18039_03@0070298458,4256193661_R02C02
18039_01@0070298482,4256193661_R02C01
18040_02@0070298434,4256193667_R02C01
18040_03@0070298427,4256193667_R01C02
18040_01@0070298451,4256193667_R01C01
18041_02@0070298498,4256206200_R01C01
18041_03@0070298483,4256206200_R02C01
18041_01@0070298410,4506244030_R01C02
18042_02@0070298459,4256206200_R02C02
18042_03@0070298450,4256206240_R01C01
18042_01@0070298474,4256206200_R01C02
18043_02@0070298426,4256206240_R01C02
18043_03@0070298185,4256206240_R02C02
18043_01@0070298435,4256206240_R02C01
18044_02@0070298473,4256193654_R01C02
