IDATprefix,Sample.ID
18115_03@0070298632,4285744099_R02C01
18115_01@0070298656,4267212360_R02C02
18116_02@0070298160,4494482070_R02C01
18116_03@0070298190,4285744718_R01C01
18116_01@0070298613,4285744099_R01C02
18117_02@0070298660,4285744718_R01C02
18117_03@0070298657,4285744718_R02C02
18117_01@0070298681,4285744718_R02C01
18118_02@0070298633,4329874448_R01C01
18118_03@0070298612,4329874448_R02C01
18118_01@0070298636,4432265036_R01C02
18119_02@0070298682,4285744073_R01C02
18119_03@0070298659,4506244141_R01C01
18119_01@0070298159,4285744496_R02C02
18120_02@0070298635,4285744892_R01C01
18120_03@0070298634,4285744892_R02C01
18120_01@0070298658,4506244141_R02C01
18121_02@0070298192,4306955457_R02C01
18121_03@0070298574,4306955457_R01C02
18121_01@0070298191,4306955457_R01C01
18122_02@0070298550,4306955172_R01C01
18122_03@0070298527,4306955172_R02C01
18122_01@0070298551,4306955457_R02C02
18123_02@0070298212,4306955172_R02C02
18123_03@0070298189,4306955410_R01C01
18123_01@0070298526,4306955172_R01C02
18124_02@0070298573,4306955410_R01C02
18124_03@0070298552,4306955410_R02C02
18124_01@0070298576,4306955410_R02C01
18125_02@0070298528,4306955008_R02C01
18125_01@0070298549,4306955008_R01C01
18125_03@0070298525,4306955008_R01C02
19002_02@0070298548,4306955319_R01C01
19002_03@0070298529,4306955319_R02C01
19002_01@0070298572,4306955273_R01C02
19003_02@0070298505,4306955319_R02C02
19003_03@0070298194,4306955174_R01C01
19003_01@0070298524,4306955319_R01C02
19004_02@0070298571,4306955174_R01C02
19004_03@0070298554,4306955174_R02C02
19004_01@0070298578,4306955174_R02C01
19005_02@0070298530,4306955406_R02C01
19005_03@0070298523,4306955406_R01C02
19005_01@0070298547,4306955406_R01C01
19006_02@0070298594,4306955117_R01C01
19006_03@0070298579,4306955117_R02C01
19006_01@0070298506,4306955406_R02C02
19007_02@0070298555,4306955117_R02C02
19007_03@0070298546,4306955143_R01C01
19007_01@0070298570,4306955117_R01C02
19008_02@0070298522,4306955143_R01C02
19008_03@0070298507,4306955143_R02C02
19008_01@0070298531,4306955143_R02C01
19009_02@0070298580,4306955487_R02C01
19009_03@0070298569,4306955487_R01C02
19009_01@0070298593,4306955487_R01C01
19010_02@0070298532,4306955431_R02C01
19010_03@0070298521,4306955431_R01C02
19010_01@0070298556,4306955487_R02C02
19012_02@0070298557,4506210106_R02C01
19012_03@0070298544,4306955255_R01C01
19012_01@0070298568,4506210106_R01C01
19013_02@0070298520,4306955255_R01C02
19013_03@0070298509,4306955255_R02C02
19013_01@0070298533,4306955255_R02C01
19014_02@0070298582,4306955179_R02C01
19014_03@0070298567,4306955179_R01C02
19014_01@0070298591,4306955179_R01C01
19015_02@0070298543,4306955256_R01C01
19015_03@0070298534,4306955256_R02C01
19015_01@0070298558,4306955179_R02C02
19016_02@0070298510,4306955256_R02C02
19016_03@0070298590,4306955051_R01C01
19016_01@0070298519,4306955256_R01C02
19017_02@0070298566,4306955051_R01C02
19017_03@0070298559,4306955051_R02C02
19017_01@0070298583,4306955051_R02C01
19018_02@0070298518,4306955408_R01C02
19018_03@0070298511,4306955408_R02C02
19018_01@0070298542,4306955408_R01C01
19019_02@0070298584,4306955345_R02C01
19019_03@0070298213,4306955345_R01C02
19019_01@0070298172,4306955345_R01C01
19020_02@0070298541,4306955455_R01C01
19020_03@0070298536,4306955455_R02C01
19020_01@0070298560,4306955345_R02C02
19021_02@0070298512,4285744325_R01C02
19021_03@0070298173,4306955271_R01C01
19021_01@0070298517,4306955455_R01C02
19022_02@0070298564,4306955271_R01C02
19022_03@0070298561,4306955271_R02C02
19022_01@0070298585,4306955271_R02C01
19023_02@0070298537,4306955020_R02C01
19023_03@0070298516,4306955020_R01C02
19023_01@0070298540,4306955020_R01C01
19024_02@0070298188,4306955270_R01C01
19024_03@0070298176,4285744325_R02C02
19024_01@0070298513,4306955020_R02C02
19025_02@0070298562,4306955270_R02C02
19025_03@0070298539,4306955001_R01C01
19025_01@0070298175,4306955270_R01C02
19026_02@1008426359,4306955159_R02C01
19026_03@1008426361,4306955159_R01C02
19026_01@1008426544,4306955159_R01C01
19027_02@1008426385,4306955250_R01C01
19027_03@1008426407,4306955250_R02C01
19027_01@1008426383,4306955159_R02C02
19028_02@1008426578,4306955250_R02C02
19028_03@1008426545,4306955144_R01C01
19028_01@1008426408,4306955250_R01C02
19029_02@1008426360,4306955144_R01C02
19029_03@1008426382,4306955144_R02C02
19029_01@1008426358,4306955144_R02C01
19030_02@1008426406,4306955318_R02C01
19030_03@1008426409,4306955318_R01C02
19030_01@1008426384,4306955318_R01C01
19031_02@0076243736,4494474052_R02C01
19031_03@0076243733,4432265035_R01C02
19031_01@0076243757,4432273612_R01C02
19032_02@0076243688,4506236135_R02C02
19032_03@0076243780,4506244131_R01C01
19032_01@0076243712,4506236135_R02C01
19033_02@1008426429,4306955108_R02C02
19033_03@1008426339,4306955168_R01C01
19033_01@1008426410,4306955108_R01C02
19034_02@1008426363,4306955168_R01C02
19034_03@1008426380,4306955168_R02C02
19034_01@1008426356,4306955168_R02C01
19035_02@0076243756,4506244131_R01C02
19035_03@0076243737,4506244131_R02C02
19035_01@0076243761,4506244131_R02C01
19036_02@0076243713,4494407143_R02C01
19036_03@0076243708,4494407143_R01C02
19036_01@0076243732,4494407143_R01C01
19037_02@1008426379,4306955017_R02C02
19037_03@1008426388,4306955409_R01C01
19037_01@1008426364,4306955017_R01C02
19038_02@1008426412,4306955409_R01C02
19038_03@1008426427,4306955409_R02C02
19038_01@1008426403,4306955409_R02C01
19039_02@1008426579,4306955184_R02C01
19039_03@1008426365,4306955184_R01C02
19039_01@1008426341,4306955184_R01C01
19040_02@1008426389,4306955079_R01C01
19040_03@1008426413,4306955079_R01C02
19040_01@1008426378,4306955184_R02C02
19041_02@1008426342,4306955161_R01C01
19041_03@1008426353,4306955161_R02C01
19041_01@1008426426,4306955079_R02C02
19042_02@1008426377,4306955161_R02C02
19042_03@1008426390,4306955074_R01C01
19042_01@1008426366,4306955161_R01C02
19043_02@1008426414,4306955074_R01C02
19043_03@1008426425,4306955074_R02C02
19043_01@1008426401,4306955074_R02C01
19044_02@1008426352,4306955269_R02C01
19044_03@1008426367,4306955269_R01C02
19044_01@1008426543,4306955269_R01C01
19045_02@1008426391,4306955167_R01C01
19045_03@1008426400,4285744582_R01C01
19045_01@1008426376,4306955269_R02C02
19046_02@1008426424,4494482070_R01C02
19046_03@1008426542,4306955173_R01C01
19046_01@1008426415,4306955167_R01C02
19047_02@1008426368,4306955173_R01C02
19047_03@1008426375,4306955173_R02C02
19047_01@1008426351,4306955173_R02C01
19048_02@1008426399,4306955132_R02C01
19048_03@1008426423,4306955132_R02C02
19048_01@1008426392,4306955132_R01C01
19049_02@1008426350,4306955366_R02C01
19049_03@1008426369,4285744582_R02C01
19049_01@1008426541,4306955366_R01C01
19050_02@1008426393,4306955196_R01C01
19050_03@1008426398,4306955196_R02C01
19050_01@1008426374,4306955366_R02C02
19051_02@1008426422,4306955196_R02C02
19051_03@1008426562,4306955012_R01C01
19051_01@1008426417,4285744582_R01C02
19052_02@1008426370,4306955012_R01C02
19052_03@1008426373,4306955012_R02C02
19052_01@1008426349,4306955012_R02C01
19053_02@1008426397,4306955425_R02C01
19053_03@1008426418,4306955425_R01C02
19053_01@1008426394,4306955425_R01C01
19054_02@1008426561,4306955131_R01C01
19054_03@1008426348,4306955131_R02C01
19054_01@1008426421,4306955425_R02C02
19055_02@1008426372,4306955131_R02C02
19055_03@1008426395,4306955130_R01C01
19055_01@1008426371,4494482070_R02C02
19056_02@1008426167,4256206315_R02C01
19056_03@1008425620,4256206315_R01C02
19056_01@1008425612,4256206315_R01C01
19057_02@1008425618,4256206287_R01C01
19057_03@1008426215,4256206287_R02C01
19057_01@1008426191,4256206315_R02C02
19058_02@1008426239,4256206287_R02C02
19058_03@1008425633,4256193680_R01C01
19058_01@1008426216,4256206287_R01C02
19059_02@1008426168,4256193680_R01C02
19059_03@1008426190,4256193680_R02C02
19059_01@1008426166,4256193680_R02C01
19060_02@1008426214,4256206327_R02C01
19060_03@1008426217,4256206327_R01C02
19060_01@1008426192,4256206327_R01C01
19061_02@1008426146,4256206396_R01C01
19061_03@1008426165,4256206396_R02C01
19061_01@1008426238,4256206327_R02C02
19062_02@1008426194,4256206435_R01C01
19062_03@1008426213,4256206435_R02C01
19062_01@1008426170,4256206396_R01C02
19063_02@1008426237,4256206435_R02C02
19063_03@1008425595,4256206057_R01C01
19063_01@1008426218,4256206435_R01C02
19064_02@1008426171,4256206057_R01C02
19064_03@1008426188,4256206057_R02C02
19064_01@1008426164,4256206057_R02C01
19065_02@1008426212,4256206180_R02C01
19065_03@1008426219,4256206180_R01C02
19065_01@1008426195,4256206180_R01C01
19066_02@1008425614,4256206179_R01C01
19066_03@1008426163,4256206179_R02C01
19066_01@1008426236,4256206180_R02C02
19067_02@1008426187,4256206179_R02C02
19067_03@1008426196,4256206156_R01C01
19067_01@1008426172,4256206179_R01C02
19068_02@1008426220,4256206156_R01C02
19068_03@1008426235,4256206156_R02C02
19068_01@1008426211,4256206156_R02C01
19069_02@1008426162,4256206361_R02C01
19069_03@1008426173,4256206361_R01C02
19069_01@1008425613,4256206361_R01C01
19070_02@1008426210,4256206437_R02C01
19070_03@1008426221,4506210106_R01C02
19070_01@1008426186,4256206361_R02C02
19071_02@1008426150,4256206286_R01C01
19071_03@1008426161,4256206286_R02C01
19071_01@1008426234,4256206437_R02C02
19072_02@1008426185,4256206286_R02C02
19072_03@1008426198,4256193630_R01C01
19072_01@1008426174,4256206286_R01C02
19073_02@1008426222,4256193630_R01C02
19073_03@1008426233,4256193630_R02C02
19073_01@1008426209,4256193630_R02C01
19074_02@1008426160,4285744547_R02C01
19074_03@1008426175,4285744547_R01C02
19074_01@1008426151,4256193316_R01C01
19077_02@1008426176,4256206307_R01C02
19077_03@1008426183,4256206307_R02C02
19077_01@1008426159,4256206307_R02C01
19078_02@1008426224,4256206292_R01C02
19078_03@1008426231,4256206292_R02C02
19078_01@1008426200,4506210106_R02C02
19079_02@1008426158,4256206350_R02C01
19079_03@1008426177,4256206350_R01C02
19079_01@1008426153,4256206350_R01C01
19080_02@1008426201,4256193540_R01C01
19080_03@1008426206,4256193540_R02C01
19080_01@1008426182,4256206350_R02C02
19081_02@1008426230,4306955045_R01C02
19081_03@1008426154,4306955045_R02C02
19081_01@1008426225,4506236135_R01C01
19082_02@1008426178,4256206181_R01C02
19082_03@1008426181,4256206181_R02C02
19082_01@1008426157,4256206181_R02C01
19083_02@1008426205,4256206423_R02C01
19083_03@1008426226,4256206423_R01C02
19083_01@1008426202,4256206423_R01C01
19084_02@1008425622,4256206285_R01C01
19084_03@1008426156,4256206285_R02C01
19084_01@1008426229,4256206423_R02C02
19085_02@1008426180,4256206285_R02C02
19085_03@1008426203,4256206230_R01C01
19085_01@1008426179,4256206285_R01C02
19086_02@1008426263,4256206482_R02C01
19086_03@1008426265,4256206482_R01C02
19086_01@1008426552,4256206482_R01C01
19087_02@1008426289,4432265133_R01C01
19087_03@1008426311,4432265210_R01C01
19087_01@1008426287,4306955404_R01C01
19088_02@1008426335,4256193731_R02C02
19088_03@1008426554,4256193769_R01C01
19088_01@1008426312,4256193731_R01C02
19089_02@1008426264,4256193769_R01C02
19089_03@1008426286,4256193769_R02C02
19089_01@1008426262,4256193769_R02C01
19090_02@1008426310,4256193896_R02C01
19090_03@1008426313,4256193896_R01C02
19090_01@1008426288,4256193896_R01C01
19091_02@1008426535,4256193153_R01C01
19091_03@1008426261,4256193153_R02C01
19091_01@1008426334,4256193896_R02C02
19092_02@1008426285,4256193153_R02C02
19092_03@1008426309,4256193768_R02C01
19092_01@1008426266,4256193153_R01C02
19093_02@1008426333,4256193768_R02C02
19093_03@1008426574,4256193635_R01C01
19093_01@1008426314,4256193768_R01C02
19095_02@1008426308,4256193398_R02C01
19095_03@1008426315,4256193398_R01C02
19095_01@1008426291,4256193398_R01C01
19096_02@1008426555,4256206354_R01C01
19096_03@1008426259,4256206354_R02C01
19096_01@1008426332,4256193398_R02C02
19097_02@1008426283,4256206354_R02C02
19097_03@1008426292,4256193615_R01C01
19097_01@1008426268,4285744735_R01C01
19098_02@1008426316,4256193615_R01C02
19098_03@1008426331,4256193615_R02C02
19098_01@1008426307,4256193615_R02C01
19099_02@1008426258,4256193763_R02C01
19099_03@1008426269,4256193763_R01C02
19099_01@1008426556,4256193763_R01C01
19100_02@1008426293,4256193566_R01C01
19100_03@1008426317,4256193566_R01C02
19100_01@1008426282,4256193763_R02C02
19101_02@1008426577,4256193481_R01C01
19101_03@1008426257,4256193481_R02C01
19101_01@1008426330,4285744735_R02C01
19102_02@1008426281,4256193481_R02C02
19102_03@1008426294,4256193849_R01C01
19102_01@1008426270,4256193481_R01C02
19103_02@1008426318,4256193849_R01C02
19103_03@1008426329,4256193849_R02C02
19103_01@1008426305,4256193849_R02C01
19104_02@1008426256,4256206369_R02C01
19104_03@1008426271,4256206369_R01C02
19104_01@1008426549,4256206369_R01C01
19105_02@1008426295,4285744735_R01C02
19105_03@1008426304,4285744735_R02C02
19105_01@1008426280,4256206369_R02C02
19106_02@1008426328,4285744024_R01C01
19106_03@1008426548,4256193542_R01C01
19106_01@1008426319,4285744865_R01C01
19108_02@1008426303,4256206428_R02C01
19108_03@1008426327,4256206428_R02C02
19108_01@1008426296,4256206428_R01C01
19109_02@1008426254,4256206334_R02C01
19109_03@1008426273,4256206334_R01C02
19109_01@1008426249,4256206334_R01C01
19110_02@1008426297,4256206111_R01C01
19110_03@1008426302,4256206111_R02C01
19110_01@1008426278,4256206334_R02C02
19111_02@1008426326,4256206111_R02C02
19111_03@1008426573,4256206228_R01C01
19111_01@1008426321,4256206111_R01C02
19113_02@1008426301,4256206335_R02C01
19113_03@1008426572,4256206335_R01C02
19113_01@1008426298,4256206335_R01C01
19114_02@1008426550,4506201140_R01C01
19114_03@1008426530,4256206424_R02C01
19114_01@1008426325,4256206335_R02C02
19115_02@1008426276,4285744865_R01C02
19115_03@1008426299,4256206333_R01C01
19115_01@1008426275,4256206424_R01C02
19116_02@1008425079,4256193647_R02C01
19116_03@1008425083,4256193647_R01C02
19116_01@1008425082,4256193647_R01C01
19117_02@1008425085,4256206232_R01C01
19117_03@1008425544,4256206232_R01C02
19117_01@1008425084,4256193647_R02C02
19118_02@1008425472,4256193090_R01C01
19118_03@1008425494,4256193090_R02C01
19118_01@1008425067,4256206232_R02C02
19119_02@1008425518,4256193090_R02C02
19119_03@1008425521,4256206085_R01C01
19119_01@1008425497,4256193090_R01C02
19120_02@1008425545,4256206085_R01C02
19120_03@1008425566,4256206085_R02C02
19120_01@1008425542,4285744024_R02C01
19121_02@0076243779,4506244156_R01C01
19121_03@0076243762,4506244156_R02C01
19121_01@0076243689,4494407143_R02C02
19122_02@1008425071,4256193093_R01C01
19122_03@1008425541,4256193093_R02C01
19122_01@1008425517,4494503055_R01C01
19123_02@1008425565,4256193093_R02C02
19123_03@1008425475,4256206069_R01C01
19123_01@1008425546,4256193093_R01C02
19124_02@1008425499,4256206069_R01C02
19124_03@1008425516,4256206069_R02C02
19124_01@1008425492,4256206069_R02C01
19125_02@1008425540,4256206037_R02C01
19125_03@1008425564,4256206037_R02C02
19125_01@1008425523,4256206037_R01C01
19126_02@1008425491,4256206331_R02C01
19126_03@1008425500,4285744024_R01C02
19126_01@1008425081,4256206331_R01C01
19127_02@1008425524,4256193838_R01C01
19127_03@1008425539,4494503055_R01C02
19127_01@1008425515,4494503055_R02C01
19128_02@1008425066,4494503055_R02C02
19128_03@1008425477,4256193152_R01C01
19128_01@1008425548,4285744024_R02C02
19129_02@1008425501,4306955185_R02C02
19129_03@1008425514,4432265727_R01C01
19129_01@1008425490,4506252159_R02C01
19130_02@1008425538,4285744579_R01C01
19130_03@1008425549,4285744579_R02C01
19130_01@1008425525,4506261002_R01C01
19132_02@1008425513,4285744579_R01C02
19132_03@1008425526,4256193508_R01C01
19132_01@1008425060,4256193685_R01C02
19133_02@1008425550,4285744392_R01C01
19133_03@1008425077,4256193609_R01C01
19133_01@1008425537,4285744579_R02C02
19134_02@1008425503,4506261002_R01C02
19134_03@1008425512,4285744392_R02C01
19134_01@1008425488,4256193609_R02C01
19136_02@1008425480,4256193696_R01C01
19136_03@1008425487,4256193696_R02C01
19136_01@1008425560,4497405007_R01C01
19137_02@1008425511,4497405007_R02C01
19137_03@1008425528,4256193755_R01C01
19137_01@1008425504,4285744392_R02C02
19138_02@1008425552,4256193755_R01C02
19138_03@1008425061,4497405007_R02C02
19138_01@1008425535,4497405007_R01C02
19139_02@1008425505,4256193578_R01C02
19139_03@1008425510,4256193578_R02C02
19139_01@1008425486,4256193578_R02C01
19140_02@1008425534,4285744403_R01C01
19140_03@1008425553,4494466158_R01C01
19140_01@1008425529,4256193897_R01C01
19141_02@1008425069,4256206217_R01C01
19141_03@1008425485,4256206217_R02C01
19141_01@1008425558,4494466158_R02C01
19142_02@1008425509,4256206217_R02C02
19142_03@1008425530,4256206215_R01C01
19142_01@1008425059,4256206217_R01C02
19143_02@1008425073,4256206215_R01C02
19143_03@1008425557,4256206215_R02C02
19143_01@1008425533,4256206215_R02C01
19144_02@1008425070,4256193748_R02C01
19144_03@1008425507,4256193748_R01C02
19144_01@1008425483,4256193748_R01C01
19145_02@1008425058,4256193403_R01C01
19145_03@1008425532,4285744403_R02C01
19145_01@1008425508,4256193748_R02C02
19146_02@1008425303,4256206241_R02C01
19146_03@1008425305,4256206241_R01C02
19146_01@1008424439,4256206241_R01C01
19147_02@1008424426,4256206427_R01C01
19147_03@1008425351,4256206427_R02C01
19147_01@1008425327,4256206241_R02C02
19148_02@1008424456,4256206539_R01C01
19148_03@1008425302,4256206539_R02C01
19148_01@1008424427,4256206427_R02C02
19149_02@1008425326,4256206539_R02C02
19149_03@1008425329,4256206436_R01C01
19149_01@1008425304,4256206539_R01C02
19150_02@1008425352,4256206436_R01C02
19150_03@1008425374,4285744598_R01C01
19150_01@1008425350,4256206436_R02C01
19151_02@0076243738,4506244156_R02C02
19151_03@0076243731,4494415155_R01C01
19151_01@0076243755,4506244156_R01C02
19152_02@1008425330,4256206036_R01C01
19152_03@1008425349,4256206036_R02C01
19152_01@1008425325,4256193618_R02C02
19153_02@1008425373,4256206036_R02C02
19153_03@1008425283,4256206035_R01C01
19153_01@1008425354,4256206036_R01C02
19154_02@1008425307,4256206035_R01C02
19154_03@1008425324,4256206035_R02C02
19154_01@1008425300,4256206035_R02C01
19155_02@1008425348,4256193616_R02C01
19155_03@1008425355,4256193616_R01C02
19155_01@1008425331,4256193616_R01C01
19156_02@1008425299,4256193679_R02C01
19156_03@1008425308,4256193679_R01C02
19156_01@1008425284,4256193679_R01C01
19157_02@1008425332,4256193591_R01C01
19157_03@1008425347,4256193591_R02C01
19157_01@1008425323,4256193679_R02C02
19158_02@1008425371,4256193591_R02C02
19158_03@1008425285,4256193589_R01C01
19158_01@1008425356,4256193591_R01C02
19159_02@1008425309,4306955426_R01C01
19159_03@1008425322,4432265133_R02C01
19159_01@1008425298,4432265210_R02C01
19160_02@1008425346,4256193418_R02C01
19160_03@1008425357,4506244115_R02C01
19160_01@1008425333,4256193418_R01C01
19161_02@1008425297,4256193543_R02C01
19161_03@1008425310,4256193543_R01C02
19161_01@1008425370,4256193418_R02C02
19162_02@1008425334,4256206341_R01C01
19162_03@1008425345,4506244115_R01C02
19162_01@1008425321,4256193543_R02C02
19163_02@1008425369,4285744598_R01C02
19163_03@1008425287,4256193154_R01C01
19163_01@1008425358,4285744598_R02C01
19164_02@1008425311,4256193154_R01C02
19164_03@1008425320,4506244115_R02C02
19164_01@1008425296,4256193154_R02C01
19165_02@1008425344,4256193317_R02C01
19165_03@1008425359,4256193317_R01C02
19165_01@1008425335,4256193317_R01C01
19166_02@1008425574,4256193550_R01C01
19166_03@1008425295,4256193550_R02C01
19166_01@1008425368,4506201099_R01C01
19167_02@1008425319,4256193550_R02C02
19167_03@1008425336,4256193008_R01C01
19167_01@1008425312,4256193550_R01C02
19168_02@1008425360,4256193008_R01C02
19168_03@1008425367,4256193008_R02C02
19168_01@1008425343,4285744598_R02C02
19169_02@1008425313,4256206401_R01C02
19169_03@1008425318,4256206401_R02C02
19169_01@1008425289,4256206401_R01C01
19170_02@1008424457,4256206518_R02C01
19170_03@1008425361,4256206518_R01C02
19170_01@1008425337,4256206518_R01C01
19171_02@1008425290,4256206514_R01C01
19171_03@1008425293,4256206514_R02C01
19171_01@1008424438,4256206518_R02C02
19172_02@1008425317,4306955426_R02C01
19172_03@1008425338,4306955404_R01C02
19172_01@1008425314,4506244042_R02C02
19173_02@1008424436,4256206304_R01C02
19173_03@1008424437,4256206304_R02C02
19173_01@1008425341,4256206304_R02C01
19174_02@1008425292,4256206288_R02C01
19174_03@1008425315,4256206288_R01C02
19174_01@1008425583,4256206288_R01C01
19175_02@1008425339,4256206086_R01C01
19175_03@1008425340,4256206086_R02C01
19175_01@1008425581,4256206288_R02C02
19176_02@1008426455,4256206446_R02C01
19176_03@1008426457,4256206446_R01C02
19176_01@1008426620,4256206446_R01C01
19177_02@1008426575,4256206087_R01C01
19177_03@1008426503,4256206087_R02C01
19177_01@1008426479,4256206446_R02C02
19178_02@1008426622,4256206419_R01C01
19178_03@1008426454,4256206419_R02C01
19178_01@1008426505,4256206087_R01C02
19179_02@1008426478,4256206419_R02C02
19179_03@1008426621,4256206125_R01C01
19179_01@1008426456,4256206419_R01C02
19180_02@1008426504,4256206125_R01C02
19180_03@1008426526,4256206125_R02C02
19180_01@1008426502,4256206125_R02C01
19181_02@1008426453,4256206517_R02C01
19181_03@1008426458,4256206517_R01C02
19181_01@1008426619,4256206517_R01C01
19182_02@1008426482,4256206388_R01C01
19182_03@1008426501,4256206388_R02C01
19182_01@1008426477,4256206517_R02C02
19183_02@1008426525,4256206388_R02C02
19183_03@1008426452,4256206126_R02C01
19183_01@1008426506,4256206388_R01C02
19184_02@1008426476,4256206126_R02C02
19184_03@1008426483,4256206480_R01C01
19184_01@1008426459,4256206126_R01C02
19185_02@1008426507,4256206480_R01C02
19185_03@1008426524,4256206480_R02C02
19185_01@1008426500,4256206480_R02C01
19186_02@1008426451,4256206389_R02C01
19186_03@1008426460,4256206389_R01C02
19186_01@1008426617,4256206389_R01C01
19187_02@1008426484,4256206351_R01C01
19187_03@1008426499,4256206351_R02C01
19187_01@1008426475,4256206389_R02C02
19188_02@1008426523,4256206351_R02C02
19188_03@1008425641,4256206404_R01C01
19188_01@1008426508,4256206351_R01C02
19189_02@1008426461,4256206404_R01C02
19189_03@1008426474,4256206404_R02C02
19189_01@1008426450,4256206404_R02C01
19190_02@1008426498,4256206265_R02C01
19190_03@1008426509,4256206265_R01C02
19190_01@1008426485,4256206265_R01C01
19191_02@1008425642,4256193766_R01C01
19191_03@1008426462,4256193766_R01C02
19191_01@1008426522,4256206265_R02C02
19192_02@1008426486,4256206138_R01C01
19192_03@1008426497,4256206138_R02C01
19192_01@1008426473,4256193766_R02C02
19193_02@1008426521,4256206138_R02C02
19193_03@1008426439,4256193567_R01C01
19193_01@1008426510,4256206138_R01C02
19194_02@1008426463,4256193567_R01C02
19194_03@1008426472,4256193567_R02C02
19194_01@1008426448,4256193567_R02C01
19195_02@1008426496,4256206450_R02C01
19195_03@1008426511,4256206450_R01C02
19195_01@1008426487,4256206450_R01C01
19196_02@1008426551,4256206227_R01C01
19196_03@1008426447,4256206227_R02C01
19196_01@1008426520,4256206450_R02C02
19197_02@1008426471,4256206227_R02C02
19197_03@1008426488,4285744865_R02C02
19197_01@1008426464,4256206227_R01C02
19198_02@1008426512,4256193825_R01C02
19198_03@1008426519,4256193825_R02C02
19198_01@1008426495,4285744855_R01C01
19199_02@1008426446,4256193794_R02C01
19199_03@1008426470,4256193794_R02C02
19199_01@1008426441,4256193794_R01C01
19200_02@1008426494,4256193628_R02C01
19200_03@1008426513,4256193628_R01C02
19200_01@1008426489,4256193628_R01C01
19201_02@1008425649,4256193420_R01C01
19201_03@1008426445,4256193420_R02C01
19201_01@1008426518,4256193628_R02C02
19202_02@1008426469,4256193420_R02C02
19202_03@1008426490,4256206272_R01C01
19202_01@1008426466,4256193420_R01C02
19203_02@1008426546,4256206272_R01C02
19203_03@1008426517,4506210097_R02C01
19203_01@1008426493,4256206272_R02C01
19204_02@1008426444,4256193397_R02C01
19204_03@1008426467,4256193397_R01C02
19204_01@1008426547,4256193397_R01C01
19206_02@1008426071,4285744406_R02C01
19206_03@1008426073,4285744406_R01C02
19206_01@1008426048,4285744406_R01C01
19207_02@1008425639,4285744192_R01C01
19207_03@1008426119,4285744192_R02C01
19207_01@1008426095,4285744406_R02C02
19208_02@1008426143,4285744192_R02C02
19208_03@1008426070,4285744190_R02C01
19208_01@1008426120,4285744192_R01C02
19209_02@1008426094,4285744190_R02C02
19209_03@1008426096,4285744062_R01C01
19209_01@1008426072,4285744190_R01C02
19210_02@1008426121,4285744062_R01C02
19210_03@1008426142,4285744062_R02C02
19210_01@1008426118,4285744062_R02C01
19211_02@1008426069,4285744006_R02C01
19211_03@1008426074,4285744006_R01C02
19211_01@1008425638,4285744006_R01C01
19212_02@1008426098,4285744004_R01C01
19212_03@1008426117,4285744004_R02C01
19212_01@1008426093,4285744006_R02C02
19213_02@1008426141,4285744004_R02C02
19213_03@1008425643,4286579345_R01C01
19213_01@1008426122,4285744004_R01C02
19214_02@1008426075,4286579345_R01C02
19214_03@1008426092,4286579345_R02C02
19214_01@1008426068,4286579345_R02C01
19215_02@1008426116,4286579876_R02C01
19215_03@1008426123,4286579876_R01C02
19215_01@1008426099,4286579876_R01C01
19216_02@1008425648,4285744068_R01C01
19216_03@1008426076,4285744068_R01C02
19216_01@1008426140,4286579876_R02C02
19217_02@1008426100,4286579343_R01C01
19217_03@1008426115,4286579343_R02C01
19217_01@1008426091,4285744068_R02C02
19218_02@1008426139,4286579343_R02C02
19218_03@1008425644,4286579209_R01C01
19218_01@1008426124,4286579343_R01C02
19219_02@1008426077,4286579209_R01C02
19219_03@1008426090,4286579209_R02C02
19219_01@1008426066,4286579209_R02C01
19220_02@1008426114,4285744180_R02C01
19220_03@1008426125,4285744180_R01C02
19220_01@1008426101,4285744180_R01C01
19221_02@1008426054,4286579220_R01C01
19221_03@1008426065,4286579220_R02C01
19221_01@1008426138,4285744180_R02C02
19222_02@1008426089,4506210097_R01C02
19222_03@1008426102,4286579339_R01C01
19222_01@1008426078,4286579220_R01C02
19223_02@1008426126,4286579339_R01C02
19223_03@1008426137,4286579339_R02C02
19223_01@1008426113,4286579339_R02C01
19224_02@1008426064,4285744070_R02C01
19224_03@1008426088,4285744070_R02C02
19224_01@1008425637,4285744070_R01C01
19225_02@1008426112,4286579877_R02C01
19225_03@1008426127,4286579877_R01C02
19225_01@1008426103,4286579877_R01C01
19226_02@1008425636,4285744139_R01C01
19226_03@1008426063,4285744139_R02C01
19226_01@1008426136,4506210097_R02C02
19227_02@1008426087,4285744139_R02C02
19227_03@1008426104,4285744123_R01C01
19227_01@1008426080,4285744139_R01C02
19228_02@1008426128,4285744123_R01C02
19228_03@1008426135,4285744123_R02C02
19228_01@1008426111,4285744123_R02C01
19229_02@1008426062,4285744140_R02C01
19229_03@1008426081,4285744140_R01C02
19229_01@1008425635,4285744140_R01C01
19230_02@1008426105,4286579348_R01C01
19230_03@1008426110,4286579348_R02C01
19230_01@1008426086,4285744140_R02C02
19231_02@1008426134,4286579348_R02C02
19231_03@1008425632,4286579175_R01C01
19231_01@1008426129,4286579348_R01C02
19232_02@1008426082,4286579175_R01C02
19232_03@1008426106,4286579346_R01C01
19232_01@1008426061,4286579175_R02C01
19233_02@1008426130,4286579346_R01C02
