Sample Name	Well Position	FAM Ct	VIC Ct	Delta Ct	Omitted	Flag	Replicate Comments	Target	Reference	Plate ID	CN Calculated	CN Predicted	Confidence	|Z-Score|	Replicate Count	Replicates Analyzed	FAM Ct Mean	VIC Ct Mean	Delta Ct Mean	Delta Ct SD	Delta Delta Ct	RQ	Min CN	Max CN	CN Range	Sample Comments
CSc390_2.HS02053540	169	30.155	26.8347	3.3203			 																			
CSc390_2.HS02053540	181	30.0893	26.8384	3.2509			 																			
CSc390_3.HS02053540	74	31.084	27.4192	3.6648			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.51	2	0.76	1.06	4	4	30.755	27.2482	3.5068	0.16	0.99	0.5	1.35	1.76	0.41	 
CSc390_3.HS02053540	86	30.5404	27.2566	3.2838			 																			
CSc390_3.HS02053540	170	30.6769	27.1085	3.5684			 																			
CSc390_3.HS02053540	182	30.7186	27.2085	3.5101			 																			
NTC.HS02053540	82	undetermined	undetermined	undetermined	x	NTC	 	Taqman Copy Number Assay	Taqman Copy Number Reference						4	0										 
NTC.HS02053540	94	undetermined	undetermined	undetermined	x	NTC	 																			
NTC.HS02053540	178	undetermined	undetermined	undetermined	x	NTC	 																			
NTC.HS02053540	190	undetermined	undetermined	undetermined	x	NTC	 																			
pu262-01.HS02053540	3	29.8521	27.9954	1.8567			 	Taqman Copy Number Assay	Taqman Copy Number Reference		4.15	4	< 0.50	0.03	4	4	30.4003	28.3518	2.0486	0.25	-0.47	1.38	3.23	4.74	1.51	 
pu262-01.HS02053540	15	29.7603	27.743	2.0173			 																			
pu262-01.HS02053540	99	32.3891	29.9772	2.4119			 																			
pu262-01.HS02053540	111	29.5998	27.6915	1.9084			 																			
pu262-02.HS02053540	2	30.4817	27.824	2.6577			 	Taqman Copy Number Assay	Taqman Copy Number Reference		2.77	3	< 0.50	0.16	4	4	30.1545	27.5233	2.6312	0.15	0.11	0.92	2.59	3.21	0.63	 
pu262-02.HS02053540	14	30.1019	27.3837	2.7182			 																			
pu262-02.HS02053540	98	29.9706	27.5527	2.4179			 																			
pu262-02.HS02053540	110	30.064	27.3328	2.7312			 																			
pu262-03.HS02053540	1	29.1553	26.8774	2.2779			 	Taqman Copy Number Assay	Taqman Copy Number Reference		3.2	3	0.55	0.1	4	4	29.1841	26.7605	2.4235	0.11	-0.09	1.07	2.93	3.54	0.61	 
pu262-03.HS02053540	13	29.2705	26.851	2.4195			 																			
pu262-03.HS02053540	97	29.1057	26.662	2.4437			 																			
pu262-03.HS02053540	109	29.2047	26.6517	2.553			 																			
pu264-01.HS02053540	51	27.6091	27.6222	-0.0131			 	Taqman Copy Number Assay	Taqman Copy Number Reference		14.86	15	< 0.50	0.05	4	4	27.5737	27.365	0.2086	0.15	-2.31	4.95	13.83	17.33	3.5	 
pu264-01.HS02053540	63	27.4832	27.1704	0.3128			 																			
pu264-01.HS02053540	147	27.4921	27.2236	0.2685			 																			
pu264-01.HS02053540	159	27.7103	27.444	0.2663			 																			
pu264-02.HS02053540	50	30.9829	27.9465	3.0364			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.98	2	0.89	0.02	4	4	30.6551	27.5417	3.1133	0.12	0.6	0.66	1.78	2.14	0.36	 
pu264-02.HS02053540	62	30.8395	27.5693	3.2702			 																			
pu264-02.HS02053540	146	30.3982	27.3909	3.0073			 																			
pu264-02.HS02053540	158	30.3996	27.2602	3.1394			 																			
pu264-03.HS02053540	49	27.3195	26.8094	0.5101			 	Taqman Copy Number Assay	Taqman Copy Number Reference		10.95	11	< 0.50	0.03	4	4	27.4898	26.8411	0.6487	0.12	-1.87	3.65	9.9	12.06	2.16	 
pu264-03.HS02053540	61	27.5022	26.8508	0.6514			 																			
pu264-03.HS02053540	145	27.5951	26.8007	0.7944			 																			
pu264-03.HS02053540	157	27.5424	26.9037	0.6387			 																			
pu274-01.HS02053540	6	28.396	28.1876	0.2084			 	Taqman Copy Number Assay	Taqman Copy Number Reference		14.57	15	< 0.50	0.08	4	4	28.6472	28.4096	0.2376	0.06	-2.28	4.86	13.98	15.31	1.32	 
pu274-01.HS02053540	18	28.3644	28.068	0.2964			 																			
pu274-01.HS02053540	102	28.7393	28.5733	0.1661			 																			
pu274-01.HS02053540	114	29.089	28.8094	0.2797			 																			
pu274-02.HS02053540	5	28.2862	26.3642	1.9219			 	Taqman Copy Number Assay	Taqman Copy Number Reference		4.54	5	< 0.50	0.23	4	3	28.2822	26.3634	1.9188	0.01	-0.6	1.51	4.5	4.59	0.09	 
pu274-02.HS02053540	17	28.2836	26.3517	1.9319			 																			
pu274-02.HS02053540	101	28.2769	26.3743	1.9026			 																			
pu274-02.HS02053540	113	undetermined	undetermined	undetermined	x	NOVIC	 																			
pu274-03.HS02053540	4	27.8761	26.5936	1.2825			 	Taqman Copy Number Assay	Taqman Copy Number Reference		7.38	7	0.63	0.05	4	4	27.8044	26.5859	1.2185	0.08	-1.3	2.46	7.04	7.73	0.69	 
pu274-03.HS02053540	16	27.7835	26.6307	1.1528			 																			
pu274-03.HS02053540	100	27.8961	26.609	1.2871			 																			
pu274-03.HS02053540	112	27.6619	26.5105	1.1514			 																			
pu293-01.HS02053540	9	28.9852	28.554	0.4311			 	Taqman Copy Number Assay	Taqman Copy Number Reference		12.25	12	< 0.50	0.03	4	4	28.7348	28.2478	0.487	0.15	-2.03	4.08	10.53	13.46	2.92	 
pu293-01.HS02053540	21	28.5682	28.2164	0.3519			 																			
pu293-01.HS02053540	105	28.8308	28.1254	0.7054			 																			
pu293-01.HS02053540	117	28.5551	28.0954	0.4598			 																			
pu293-02.HS02053540	8	30.4737	27.2039	3.2698			 	Taqman Copy Number Assay	Taqman Copy Number Reference		1.98	2	0.89	0.03	4	4	30.2718	27.1525	3.1192	0.25	0.6	0.66	1.63	2.32	0.69	 
pu293-02.HS02053540	20	30.0247	27.1044	2.9204			 																			
pu293-02.HS02053540	104	30.5101	27.1127	3.3975			 																			
pu293-02.HS02053540	116	30.0785	27.1892	2.8892			 																			
pu293-03.HS02053540	7	28.0329	26.7791	1.2538			 	Taqman Copy Number Assay	Taqman Copy Number Reference		7.11	7	0.57	0.03	4	4	28.012	26.739	1.273	0.11	-1.24	2.37	6.65	7.9	1.25	 
pu293-03.HS02053540	19	27.8457	26.7249	1.1208			 																			
pu293-03.HS02053540	103	28.1425	26.7936	1.3489			 																			
pu293-03.HS02053540	115	28.0269	26.6585	1.3685			 																			
sp085-01.HS02053540	12	34.051	28.2356	5.8154		DCTET	 	Taqman Copy Number Assay	Taqman Copy Number Reference		0.47	0			4	4	33.354	28.1628	5.1912	0.46	2.67	0.16	0.3	0.66	0.35	 
sp085-01.HS02053540	24	32.8805	28.1691	4.7114		DCTET	 																			
sp085-01.HS02053540	108	32.8485	27.8055	5.0431		DCTET	 																			
sp085-01.HS02053540	120	33.6361	28.4409	5.1951		DCTET	 																			
sp085-02.HS02053540	11	32.3734	27.8284	4.5451		DCTET	 	Taqman Copy Number Assay	Taqman Copy Number Reference		0.59	0			4	4	32.2459	27.3922	4.8537	0.21	2.34	0.2	0.55	0.74	0.19	 
sp085-02.HS02053540	23	32.2898	27.3179	4.972		DCTET	 																			
sp085-02.HS02053540	107	32.2595	27.297	4.9625		DCTET	 																			
sp085-02.HS02053540	119	32.0609	27.1255	4.9354		DCTET	 																			
sp085-03.HS02053540	10	34.7308	28.7012	6.0295		DCTET	 	Taqman Copy Number Assay	Taqman Copy Number Reference		0.49	0			4	4	33.504	28.3716	5.1324	0.75	2.62	0.16	0.26	0.93	0.67	 
sp085-03.HS02053540	22	33.3086	28.2328	5.0757		DCTET	 																			
sp085-03.HS02053540	106	33.4862	28.2677	5.2186		DCTET	 																			
sp085-03.HS02053540	118	32.4904	28.2847	4.2057		DCTET	 																			
tw054-01.HS02053540	52	32.9744	27.9636	5.0108		DCTET	 	Taqman Copy Number Assay	Taqman Copy Number Reference		0.64	0			4	4	32.4848	27.7319	4.7529	0.28	2.24	0.21	0.53	0.81	0.28	 
tw054-01.HS02053540	64	32.282	27.6369	4.6451		DCTET	 																			
tw054-01.HS02053540	148	32.5994	27.6516	4.9477		DCTET	 																			
tw054-01.HS02053540	160	32.0834	27.6753	4.4081		DCTET	 																			
tw054-03.HS02053540	53	30.5555	27.7935	2.7619			 	Taqman Copy Number Assay	Taqman Copy Number Reference		2.47	2	< 0.50	0.82	4	3	30.208	27.4102	2.7978	0.1	0.28	0.82	2.28	2.61	0.33	 
tw054-03.HS02053540	65	28.6859	27.6929	0.993	x	OCONF	 																			
tw054-03.HS02053540	149	30.1865	27.2738	2.9127			 																			
tw054-03.HS02053540	161	29.8819	27.1633	2.7187			 																			
TW227-01.HS02053540	27	34.6621	28.3576	6.3045		DCTET	 	Taqman Copy Number Assay	Taqman Copy Number Reference		0.39	0			4	4	33.6846	28.23	5.4546	0.58	2.94	0.13	0.22	0.53	0.32	 
TW227-01.HS02053540	39	33.5599	28.5535	5.0065		DCTET	 																			
TW227-01.HS02053540	123	33.1778	28.0268	5.1509		DCTET	 																			
TW227-01.HS02053540	135	33.3385	27.982	5.3565		DCTET	 																			
TW227-02.HS02053540	26	32.9882	28.7025	4.2857		DCTET	 	Taqman Copy Number Assay	Taqman Copy Number Reference		0.58	0			4	4	33.1747	28.2799	4.8948	0.5	2.38	0.19	0.4	0.88	0.48	 
TW227-02.HS02053540	38	33.0176	28.3092	4.7084		DCTET	 																			
TW227-02.HS02053540	122	33.4958	28.0822	5.4136		DCTET	 																			
TW227-02.HS02053540	134	33.1971	28.0258	5.1713		DCTET	 																			
TW227-03.HS02053540	25	32.9236	28.1506	4.7731		DCTET	 	Taqman Copy Number Assay	Taqman Copy Number Reference		0.71	0			4	4	32.5181	27.9291	4.589	0.31	2.07	0.24	0.57	0.89	0.32	 
TW227-03.HS02053540	37	32.3097	28.041	4.2686		DCTET	 																			
TW227-03.HS02053540	121	32.6788	27.7602	4.9186		DCTET	 																			
TW227-03.HS02053540	133	32.1603	27.7645	4.3958		DCTET	 																			
wc079-01.HS02053540	30	30.8838	28.0868	2.797			 	Taqman Copy Number Assay	Taqman Copy Number Reference		2.25	2	0.62	0.16	4	4	30.6774	27.7452	2.9322	0.29	0.41	0.75	1.86	2.84	0.98	 
wc079-01.HS02053540	42	30.3668	27.7689	2.598			 																			
wc079-01.HS02053540	126	31.1211	27.9108	3.2103			 																			
wc079-01.HS02053540	138	30.3379	27.2145	3.1234			 																			
wc079-02.HS02053540	29	30.0906	28.0955	1.9951			 	Taqman Copy Number Assay	Taqman Copy Number Reference		4.36	4	< 0.50	0.05	4	4	29.7147	27.7355	1.9792	0.12	-0.54	1.45	3.93	4.83	0.9	 
wc079-02.HS02053540	41	29.4991	27.6696	1.8295			 																			
wc079-02.HS02053540	125	29.7609	27.7969	1.964			 																			
wc079-02.HS02053540	137	29.5083	27.38	2.1283			 																			
wc079-03.HS02053540	28	28.9735	27.0757	1.8978			 	Taqman Copy Number Assay	Taqman Copy Number Reference		4.72	5	< 0.50	0.08	4	4	28.8337	26.9695	1.8643	0.1	-0.65	1.57	4.37	5.13	0.76	 
wc079-03.HS02053540	40	28.7616	27.0195	1.7421			 																			
wc079-03.HS02053540	124	28.8406	26.9976	1.8429			 																			
wc079-03.HS02053540	136	28.7593	26.785	1.9743			 																			
wc134-01.HS02053540	33	32.0029	27.7736	4.2293		DCTET	 	Taqman Copy Number Assay	Taqman Copy Number Reference		0.94	0			4	3	31.5644	27.3673	4.1971	0.1	1.68	0.31	0.89	1.01	0.12	 
wc134-01.HS02053540	45	31.2945	27.5519	3.7426	x	OZERO	 																			
wc134-01.HS02053540	129	31.3771	27.2889	4.0881		DCTET	 																			
wc134-01.HS02053540	141	31.3132	27.0393	4.2739		DCTET	 																			
wc134-02.HS02053540	32	29.6738	26.995	2.6788			 	Taqman Copy Number Assay	Taqman Copy Number Reference		2.53	3	< 0.50	0.29	4	4	30.8043	28.0426	2.7617	0.3	0.24	0.84	1.93	3.19	1.26	 
wc134-02.HS02053540	44	33.8701	31.4397	2.4304			 																			
wc134-02.HS02053540	128	30.2842	27.1278	3.1564			 																			
wc134-02.HS02053540	140	29.389	26.6077	2.7813			 																			
wc134-03.HS02053540	31	30.14	27.1893	2.9507			 	Taqman Copy Number Assay	Taqman Copy Number Reference		2.43	2	< 0.50	0.59	4	4	29.7814	26.9598	2.8216	0.19	0.3	0.81	2.11	2.77	0.65	 
wc134-03.HS02053540	43	29.5321	26.8976	2.6345			 																			
wc134-03.HS02053540	127	30.04	27.0174	3.0225			 																			
wc134-03.HS02053540	139	29.4136	26.7348	2.6788			 																			
wf187-01.HS02053540	36	34.3343	27.3619	6.9725		DCTET	 	Taqman Copy Number Assay	Taqman Copy Number Reference		0.16	0			4	4	33.7517	27.0482	6.7035	0.82	4.19	0.05	0.08	0.29	0.21	 
wf187-01.HS02053540	48	33.2366	27.0251	6.2115		DCTET	 																			
wf187-01.HS02053540	132	34.7138	26.9853	7.7285		DCTET	 																			
wf187-01.HS02053540	144	32.7222	26.8205	5.9017		DCTET	 																			
wf187-02.HS02053540	35	31.5579	25.4354	6.1225		DCTET	 	Taqman Copy Number Assay	Taqman Copy Number Reference		0.22	0			4	4	31.8405	25.568	6.2725	0.45	3.76	0.07	0.16	0.32	0.17	 
wf187-02.HS02053540	47	31.0689	25.3286	5.7403		DCTET	 																			
wf187-02.HS02053540	131	32.7592	25.9719	6.7873		DCTET	 																			
wf187-02.HS02053540	143	31.9761	25.536	6.44		DCTET	 																			
wf187-03.HS02053540	34	34.3013	28.5474	5.7539		DCTET	 	Taqman Copy Number Assay	Taqman Copy Number Reference		0.25	0			4	4	34.4982	28.417	6.0813	0.61	3.56	0.08	0.13	0.32	0.18	 
wf187-03.HS02053540	46	34.2565	28.4915	5.765		DCTET	 																			
wf187-03.HS02053540	130	35.4991	28.5066	6.9925		DCTET	 																			
wf187-03.HS02053540	142	33.9361	28.1225	5.8136		DCTET	 																			
